auc,f1,precision,recall,model,outcome,modelname,accuracy,auc_micro,auc_mean,auc_weighted
0.7377264757451784,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",decision2,tree-gini-1-depth:10-minsplit:2,,,,
0.5024570024570025,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",decision3,tree-gini-1-depth:10-minsplit:2,,,,
0.41841603053435117,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",survival,tree-gini-1-depth:10-minsplit:2,,,,
0.6293478260869565,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",ft,tree-gini-1-depth:10-minsplit:2,,,,
0.6536872218690398,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",aspiration,tree-gini-1-depth:10-minsplit:2,,,,
0.5,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",lr_control,tree-gini-1-depth:10-minsplit:2,,,,
0.5417780748663101,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Gastrointestinal,tree-gini-1-depth:10-minsplit:2,,,,
0.5124113475177305,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Dermatological,tree-gini-1-depth:10-minsplit:2,,,,
0.5069444444444444,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Other,tree-gini-1-depth:10-minsplit:2,,,,
0.5070422535211268,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Neurological,tree-gini-1-depth:10-minsplit:2,,,,
0.6148148148148148,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Hematological,tree-gini-1-depth:10-minsplit:2,,,,
0.4935185185185185,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Gastrointestinal 2,tree-gini-1-depth:10-minsplit:2,,,,
0.493661971830986,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Dermatological 2,tree-gini-1-depth:10-minsplit:2,,,,
0.49189814814814814,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Other 2,tree-gini-1-depth:10-minsplit:2,,,,
0.29154929577464783,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Neurological 2,tree-gini-1-depth:10-minsplit:2,,,,
0.3392857142857143,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Hematological 2,tree-gini-1-depth:10-minsplit:2,,,,
0.6598384791074899,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10, n_estimators=1,
                       random_state=0)",pd_states1,tree-gini-1-depth:10-minsplit:2,0.47103641456582634,0.6598384791074899,0.6598384791074899,0.7366400014338288
0.6833400311731235,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10, n_estimators=1,
                       random_state=0)",nd_states1,tree-gini-1-depth:10-minsplit:2,0.5187878787878788,0.6833400311731235,0.6833400311731235,0.7741759376752146
0.5825844808822095,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10, n_estimators=1,
                       random_state=0)",pd_states2,tree-gini-1-depth:10-minsplit:2,0.4213503004595263,0.5825844808822095,0.5825844808822095,0.6197653792699875
0.5118320413400594,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10, n_estimators=1,
                       random_state=0)",nd_states2,tree-gini-1-depth:10-minsplit:2,0.31626095423563777,0.5118320413400594,0.5118320413400594,0.5186562429849989
0.7237048665620094,0.09523809523809523,0.42857142857142855,0.05357142857142857,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",decision1,tree-gini-1-depth:10-minsplit:5,,,,
0.7187317358270016,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",decision2,tree-gini-1-depth:10-minsplit:5,,,,
0.50995085995086,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",decision3,tree-gini-1-depth:10-minsplit:5,,,,
0.401956106870229,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",survival,tree-gini-1-depth:10-minsplit:5,,,,
0.5880434782608697,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",ft,tree-gini-1-depth:10-minsplit:5,,,,
0.652892561983471,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",aspiration,tree-gini-1-depth:10-minsplit:5,,,,
0.48510101010101014,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",lr_control,tree-gini-1-depth:10-minsplit:5,,,,
0.45120320855614976,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Gastrointestinal,tree-gini-1-depth:10-minsplit:5,,,,
0.39834515366430256,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Dermatological,tree-gini-1-depth:10-minsplit:5,,,,
0.4131944444444444,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Other,tree-gini-1-depth:10-minsplit:5,,,,
0.6161971830985916,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Neurological,tree-gini-1-depth:10-minsplit:5,,,,
0.5685185185185185,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Hematological,tree-gini-1-depth:10-minsplit:5,,,,
0.558641975308642,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Gastrointestinal 2,tree-gini-1-depth:10-minsplit:5,,,,
0.6021126760563381,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Dermatological 2,tree-gini-1-depth:10-minsplit:5,,,,
0.5104166666666666,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Other 2,tree-gini-1-depth:10-minsplit:5,,,,
0.5063380281690141,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Neurological 2,tree-gini-1-depth:10-minsplit:5,,,,
0.4484693877551021,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=10,
                                                        min_samples_split=5,
                                                        n_estimators=1,
                                                        random_state=0))",DLT_Hematological 2,tree-gini-1-depth:10-minsplit:5,,,,
0.6024867843312188,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10,
                       min_samples_split=5, n_estimators=1, random_state=0)",pd_states1,tree-gini-1-depth:10-minsplit:5,0.4149019607843137,0.6024867843312188,0.6024867843312188,0.6546986768946454
0.6814300244405077,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10,
                       min_samples_split=5, n_estimators=1, random_state=0)",nd_states1,tree-gini-1-depth:10-minsplit:5,0.4763636363636364,0.6814300244405077,0.6814300244405077,0.7739561215590002
0.5468691563104414,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10,
                       min_samples_split=5, n_estimators=1, random_state=0)",pd_states2,tree-gini-1-depth:10-minsplit:5,0.3788146577117945,0.5468691563104414,0.5468691563104414,0.5669245493159704
0.5178799900171329,,,,"RandomForestClassifier(class_weight='balanced', max_depth=10,
                       min_samples_split=5, n_estimators=1, random_state=0)",nd_states2,tree-gini-1-depth:10-minsplit:5,0.4047819971870605,0.5178799900171329,0.5178799900171329,0.471284652072211
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision1,mlp-1-alpha:0.0001,,,,
0.5,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision2,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision3,mlp-1-alpha:0.0001,,,,
0.5,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",survival,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",ft,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",aspiration,mlp-1-alpha:0.0001,,,,
0.5,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",lr_control,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Gastrointestinal,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Dermatological,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Other,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Neurological,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Hematological,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Gastrointestinal 2,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Dermatological 2,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Other 2,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Neurological 2,mlp-1-alpha:0.0001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Hematological 2,mlp-1-alpha:0.0001,,,,
0.5,,,,"MLPClassifier(early_stopping=True, hidden_layer_sizes=1, random_state=0)",pd_states1,mlp-1-alpha:0.0001,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(early_stopping=True, hidden_layer_sizes=1, random_state=0)",nd_states1,mlp-1-alpha:0.0001,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(early_stopping=True, hidden_layer_sizes=1, random_state=0)",pd_states2,mlp-1-alpha:0.0001,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(early_stopping=True, hidden_layer_sizes=1, random_state=0)",nd_states2,mlp-1-alpha:0.0001,0.3333333333333333,0.5,0.5,0.5
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision1,mlp-1-alpha:0.001,,,,
0.5,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision2,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision3,mlp-1-alpha:0.001,,,,
0.5,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",survival,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",ft,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",aspiration,mlp-1-alpha:0.001,,,,
0.5,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",lr_control,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Gastrointestinal,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Dermatological,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Other,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Neurological,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Hematological,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Gastrointestinal 2,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Dermatological 2,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Other 2,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Neurological 2,mlp-1-alpha:0.001,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.001, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Hematological 2,mlp-1-alpha:0.001,,,,
0.5,,,,"MLPClassifier(alpha=0.001, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",pd_states1,mlp-1-alpha:0.001,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(alpha=0.001, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",nd_states1,mlp-1-alpha:0.001,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(alpha=0.001, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",pd_states2,mlp-1-alpha:0.001,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(alpha=0.001, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",nd_states2,mlp-1-alpha:0.001,0.3333333333333333,0.5,0.5,0.5
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision1,mlp-1-alpha:0.01,,,,
0.5,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision2,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",decision3,mlp-1-alpha:0.01,,,,
0.5,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",survival,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",ft,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",aspiration,mlp-1-alpha:0.01,,,,
0.5,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",lr_control,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Gastrointestinal,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Dermatological,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Other,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Neurological,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Hematological,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Gastrointestinal 2,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Dermatological 2,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Other 2,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Neurological 2,mlp-1-alpha:0.01,,,,
0.5,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=MLPClassifier(alpha=0.01, early_stopping=True,
                                               hidden_layer_sizes=1,
                                               random_state=0))",DLT_Hematological 2,mlp-1-alpha:0.01,,,,
0.5,,,,"MLPClassifier(alpha=0.01, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",pd_states1,mlp-1-alpha:0.01,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(alpha=0.01, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",nd_states1,mlp-1-alpha:0.01,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(alpha=0.01, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",pd_states2,mlp-1-alpha:0.01,0.3333333333333333,0.5,0.5,0.5
0.5,,,,"MLPClassifier(alpha=0.01, early_stopping=True, hidden_layer_sizes=1,
              random_state=0)",nd_states2,mlp-1-alpha:0.01,0.3333333333333333,0.5,0.5,0.5
0.766287284144427,0.5961538461538463,0.6458333333333334,0.5535714285714286,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",decision1,tree-gini-10-depth:4-minsplit:2,,,,
0.7786382232612508,0.8992248062015504,0.8285714285714286,0.9830508474576272,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",decision2,tree-gini-10-depth:4-minsplit:2,,,,
0.5066339066339067,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",decision3,tree-gini-10-depth:4-minsplit:2,,,,
0.5844465648854962,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",survival,tree-gini-10-depth:4-minsplit:2,,,,
0.661141304347826,0.11428571428571428,0.6666666666666666,0.0625,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",ft,tree-gini-10-depth:4-minsplit:2,,,,
0.7778130959949142,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",aspiration,tree-gini-10-depth:4-minsplit:2,,,,
0.5227272727272727,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",lr_control,tree-gini-10-depth:4-minsplit:2,,,,
0.6644385026737968,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=RandomForestClassifier(class_weight='balanced',
                                                        max_depth=4,
                                                        n_estimators=10,
                                                        random_state=0))",DLT_Gastrointestinal,tree-gini-10-depth:4-minsplit:2,,,,
